                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 2.1445,                 1.5409,                 1.9278,                 0.7296,                0.72028,                0.77821,                0.36864,                 1.9631,                 1.5009,                 1.8059,              0.0005645,              0.0005645,              0.0005645
                    147,                 2.0737,                 1.6137,                 1.9584,                0.65396,                0.73333,                0.80341,                0.37377,                 1.9991,                 1.5464,                 1.7732,              0.0005546,              0.0005546,              0.0005546
                    148,                 2.0999,                 1.5349,                 1.9048,                0.52396,                0.58764,                0.73156,                0.30176,                 2.1565,                 1.6847,                 1.8294,              0.0005447,              0.0005447,              0.0005447
                    149,                 2.0869,                 1.6336,                 1.9834,                0.46835,                0.66667,                0.66787,                0.20737,                 2.4748,                 1.7719,                 1.9218,              0.0005348,              0.0005348,              0.0005348
                    150,                 2.0529,                  1.639,                 1.9275,                 0.5327,                0.45668,                0.63101,                0.14056,                 2.7261,                 1.8136,                 2.0343,              0.0005249,              0.0005249,              0.0005249
                    151,                 2.2061,                 1.7721,                 2.0976,                0.36545,                0.46667,                0.47403,                0.10947,                 2.9018,                 1.8604,                 2.1214,               0.000515,               0.000515,               0.000515
                    152,                 2.1401,                 1.6308,                  2.065,                0.37673,                    0.4,                 0.4381,                0.08917,                 2.9857,                 1.8498,                 2.1665,              0.0005051,              0.0005051,              0.0005051
                    153,                 2.2054,                 1.5815,                 1.9489,                0.35374,                0.47472,                0.47187,                0.12277,                 2.9397,                 1.8115,                 2.1243,              0.0004952,              0.0004952,              0.0004952
                    154,                 2.2358,                 1.5305,                 1.9415,                0.43829,                0.62493,                0.61935,                0.17562,                 2.7587,                 1.7155,                 2.0306,              0.0004853,              0.0004853,              0.0004853
                    155,                 2.2261,                 1.5445,                 1.9008,                0.76282,                    0.4,                0.63843,                0.29645,                 2.3026,                 1.5513,                 1.8377,              0.0004754,              0.0004754,              0.0004754
                    156,                 2.0932,                 1.6044,                 1.8721,                0.83782,                0.46667,                 0.6515,                0.33338,                    2.1,                 1.4367,                 1.7049,              0.0004655,              0.0004655,              0.0004655
                    157,                  2.138,                  1.571,                 1.9362,                0.83554,                0.46667,                0.70774,                0.31094,                 2.0711,                  1.402,                 1.6844,              0.0004556,              0.0004556,              0.0004556
                    158,                 2.0273,                 1.6074,                 1.8874,                0.88197,                0.46667,                0.66179,                 0.3108,                 2.0571,                 1.3813,                 1.6941,              0.0004457,              0.0004457,              0.0004457
                    159,                 2.1295,                 1.5789,                 1.9771,                0.94265,                0.46667,                0.67755,                0.30637,                 2.0586,                 1.3637,                 1.7086,              0.0004358,              0.0004358,              0.0004358
                    160,                 2.0568,                 1.5482,                  1.885,                0.82542,                0.46667,                0.69728,                0.31865,                 2.0265,                 1.4071,                 1.7061,              0.0004259,              0.0004259,              0.0004259
                    161,                  2.008,                 1.5129,                 1.8743,                0.73122,                0.54491,                0.76136,                0.33814,                 2.0079,                 1.4604,                 1.7118,               0.000416,               0.000416,               0.000416
                    162,                 2.1363,                  1.581,                 1.9088,                0.61102,                    0.6,                   0.72,                0.32835,                  2.128,                 1.4974,                 1.7527,              0.0004061,              0.0004061,              0.0004061
                    163,                   2.07,                 1.6337,                 1.9895,                0.86032,                0.46667,                0.70469,                0.34045,                 2.1209,                 1.4759,                 1.7452,              0.0003962,              0.0003962,              0.0003962
                    164,                 2.1308,                 1.5263,                 1.9229,                0.84767,                0.46667,                0.69079,                0.35682,                 2.0274,                 1.4048,                  1.702,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.9832,                  1.577,                 1.9453,                 0.8062,                0.55608,                0.80112,                0.34661,                 1.9574,                 1.3893,                 1.6903,              0.0003764,              0.0003764,              0.0003764
                    166,                  1.991,                  1.518,                 1.9302,                0.71723,                0.67697,                0.80588,                0.34497,                 1.9499,                 1.3701,                 1.6883,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.9919,                 1.5574,                 1.9007,                0.67137,                 0.6817,                0.80266,                0.35573,                  1.898,                 1.3692,                  1.691,              0.0003566,              0.0003566,              0.0003566
                    168,                 2.1157,                 1.5599,                 1.9049,                0.88475,                0.51349,                  0.685,                 0.3205,                 1.9428,                 1.3917,                 1.7105,              0.0003467,              0.0003467,              0.0003467
                    169,                 2.0755,                 1.6847,                 1.9639,                0.72006,                0.46667,                0.63745,                0.27849,                 2.0409,                 1.4225,                 1.7362,              0.0003368,              0.0003368,              0.0003368
                    170,                 2.0424,                 1.5772,                 1.9727,                0.79572,                0.46667,                0.66423,                0.30198,                 2.0306,                 1.4251,                 1.7229,              0.0003269,              0.0003269,              0.0003269
                    171,                 2.2509,                 1.6195,                 1.9994,                0.78144,                0.46667,                0.68696,                 0.3553,                 1.7299,                  1.328,                 1.6194,               0.000317,               0.000317,               0.000317
                    172,                 1.9811,                  1.477,                 1.8362,                0.79328,                0.53333,                 0.7794,                0.42965,                 1.6267,                 1.3587,                 1.6185,              0.0003071,              0.0003071,              0.0003071
                    173,                 2.0108,                 1.5429,                 1.8913,                  0.654,                0.75693,                0.74924,                0.37252,                 1.6775,                 1.3943,                 1.6431,              0.0002972,              0.0002972,              0.0002972
                    174,                  1.978,                 1.4822,                 1.9044,                0.55538,                0.73333,                0.69484,                0.35151,                 1.7077,                 1.4074,                 1.6478,              0.0002873,              0.0002873,              0.0002873
                    175,                 2.0802,                 1.5563,                 1.9404,                0.72648,                0.70934,                0.81236,                0.42206,                 1.6844,                 1.3867,                 1.6165,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.9885,                  1.496,                 1.9462,                0.77183,                0.66667,                0.82423,                0.46304,                 1.6282,                 1.3486,                 1.5846,              0.0002675,              0.0002675,              0.0002675
                    177,                 2.1361,                 1.5676,                 1.9709,                0.83827,                0.66667,                0.83538,                 0.4754,                 1.6201,                  1.329,                 1.5717,              0.0002576,              0.0002576,              0.0002576
                    178,                 2.0359,                  1.521,                 1.9782,                0.77383,                0.68525,                0.83037,                0.45037,                 1.5842,                 1.2687,                 1.5464,              0.0002477,              0.0002477,              0.0002477
                    179,                 2.0507,                 1.5713,                 2.0038,                0.77875,                0.70515,                0.83812,                0.46122,                 1.6232,                 1.2654,                 1.5545,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.9696,                 1.4994,                 1.9295,                0.80458,                0.66667,                0.84904,                0.44293,                 1.6862,                 1.2718,                 1.5846,              0.0002279,              0.0002279,              0.0002279
                    181,                 2.0138,                 1.4891,                 1.8774,                0.78985,                0.75262,                0.85057,                0.43231,                 1.7137,                 1.2794,                  1.611,               0.000218,               0.000218,               0.000218
                    182,                 1.9403,                 1.4837,                 1.7965,                0.76872,                    0.6,                0.84627,                0.42554,                 1.7377,                 1.2804,                 1.6257,              0.0002081,              0.0002081,              0.0002081
                    183,                  2.085,                 1.5481,                 1.9031,                0.77485,                0.73333,                0.84999,                0.41364,                 1.7623,                 1.2896,                 1.6386,              0.0001982,              0.0001982,              0.0001982
                    184,                 2.0528,                 1.4919,                 1.9561,                0.83511,                0.53333,                0.80672,                0.40634,                 1.7641,                  1.299,                 1.6391,              0.0001883,              0.0001883,              0.0001883
                    185,                 2.0836,                 1.5105,                 1.9319,                0.80654,                0.53333,                0.76055,                0.38016,                 1.7505,                 1.3275,                 1.6443,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.9676,                 1.4967,                 1.8938,                0.80086,                0.53648,                0.73422,                0.37324,                  1.733,                 1.3569,                 1.6446,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.9795,                 1.4922,                 1.9183,                0.89472,                0.56829,                0.74013,                0.37454,                 1.7933,                 1.4175,                 1.6604,              0.0001586,              0.0001586,              0.0001586
                    188,                  1.836,                 1.3576,                 1.7674,                0.84405,                0.53333,                0.74455,                0.36529,                 1.8827,                 1.4741,                 1.6954,              0.0001487,              0.0001487,              0.0001487
                    189,                 1.8687,                 1.3803,                  1.827,                0.84609,                0.53333,                0.74474,                0.35931,                 1.9418,                 1.5155,                 1.6998,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.9061,                 1.4659,                 1.8684,                 0.8637,                0.46667,                0.68108,                0.35691,                 1.9499,                 1.4974,                 1.6878,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.9967,                 1.5927,                 1.8064,                0.86287,                0.46667,                0.69092,                0.35466,                 1.9286,                 1.4706,                 1.6663,               0.000119,               0.000119,               0.000119
                    192,                 1.9771,                 1.5478,                 1.7853,                0.84717,                0.46667,                0.71155,                0.36993,                 1.8812,                 1.4561,                 1.6386,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.9688,                 1.6609,                 1.8007,                 0.8464,                0.46667,                0.72959,                 0.3666,                 1.8128,                 1.4108,                 1.6124,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                  1.959,                  1.586,                 1.7735,                0.61061,                0.66667,                0.74954,                0.37689,                 1.7682,                 1.3536,                 1.6003,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 1.8676,                  1.475,                 1.7044,                0.61708,                0.73333,                0.77851,                0.38665,                 1.7247,                 1.3127,                 1.5934,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.9037,                  1.523,                 1.7367,                0.83061,                    0.6,                0.78303,                0.40907,                 1.6911,                 1.2942,                 1.5911,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.9108,                 1.5536,                  1.771,                0.85799,                    0.6,                0.76913,                0.42492,                 1.6605,                 1.2765,                 1.5789,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 1.9077,                 1.4573,                 1.6905,                0.85743,                    0.6,                0.80898,                0.43072,                 1.6496,                 1.2544,                 1.5703,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 1.8625,                 1.4807,                 1.7234,                0.86415,                    0.6,                 0.8129,                0.43769,                 1.6301,                 1.2365,                 1.5621,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 1.7964,                 1.4426,                 1.7127,                0.85567,                    0.6,                0.80743,                0.44196,                 1.6159,                 1.2261,                  1.554,               2.99e-05,               2.99e-05,               2.99e-05
