                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 2.0922,                 1.5962,                 1.9655,                0.38272,                    0.6,                0.38483,                0.17553,                 2.1696,                 1.7731,                  1.898,              0.0010562,              0.0010562,              0.0010562
                    145,                 2.1341,                 1.6529,                 2.0119,                0.57913,                0.53333,                0.58964,                 0.2326,                 2.1726,                 1.5785,                 1.8928,              0.0010496,              0.0010496,              0.0010496
                    146,                 2.1778,                 1.5666,                 1.9538,                0.64805,                0.46667,                0.63162,                0.27925,                 2.0244,                 1.6569,                 1.8474,               0.001043,               0.001043,               0.001043
                    147,                 2.0842,                 1.6501,                  1.947,                0.66469,                0.46667,                0.57507,                0.26121,                 2.0284,                 1.8862,                 1.8578,              0.0010364,              0.0010364,              0.0010364
                    148,                 2.0684,                 1.5515,                 1.8998,                0.77639,                    0.4,                0.50905,                0.24408,                 2.4119,                  1.642,                 1.8834,              0.0010298,              0.0010298,              0.0010298
                    149,                  2.113,                  1.678,                 2.0039,                0.78637,                    0.4,                0.47439,                0.26875,                 2.3642,                 1.6311,                 1.8506,              0.0010232,              0.0010232,              0.0010232
                    150,                 2.0999,                 1.6721,                 1.9478,                0.91521,                    0.4,                0.52214,                0.29265,                 2.4066,                 1.5444,                  1.882,              0.0010166,              0.0010166,              0.0010166
                    151,                 2.2159,                 1.7522,                 2.0872,                0.83376,                0.46667,                0.61325,                0.25753,                 2.3561,                 1.5554,                 1.8826,                0.00101,                0.00101,                0.00101
                    152,                 2.2194,                 1.6866,                 2.1267,                 0.8908,                0.46667,                0.62921,                 0.2347,                 2.2917,                 1.4372,                 1.8966,              0.0010034,              0.0010034,              0.0010034
                    153,                 2.1831,                 1.6096,                 1.9422,                0.63108,                0.46667,                0.57299,                0.23376,                 2.2081,                 1.3994,                  1.896,              0.0009968,              0.0009968,              0.0009968
                    154,                 2.1954,                 1.5273,                 1.9364,                0.67179,                    0.6,                 0.6228,                0.25567,                 2.1054,                 1.5055,                 1.8977,              0.0009902,              0.0009902,              0.0009902
                    155,                 2.0754,                 1.5371,                 1.8299,                0.74266,                    0.6,                0.66465,                0.26193,                 2.2963,                 1.5142,                 1.9659,              0.0009836,              0.0009836,              0.0009836
                    156,                 2.1719,                 1.6866,                 1.8833,                0.51294,                0.73333,                0.63373,                0.25008,                 2.4099,                 1.4965,                 1.9793,               0.000977,               0.000977,               0.000977
                    157,                 2.2159,                 1.6422,                 1.9985,                0.47708,                0.73333,                0.62364,                0.28593,                 2.1735,                 1.4434,                 1.8348,              0.0009704,              0.0009704,              0.0009704
                    158,                  2.037,                 1.6041,                 1.9067,                0.50853,                0.66667,                0.54888,                0.27317,                 2.0047,                 1.4992,                 1.7766,              0.0009638,              0.0009638,              0.0009638
                    159,                 2.1558,                 1.5861,                 1.9811,                0.53925,                    0.6,                0.60265,                0.25301,                 2.0398,                  1.556,                 1.8001,              0.0009572,              0.0009572,              0.0009572
                    160,                 2.1535,                 1.5789,                 1.9125,                0.54954,                0.57037,                0.58853,                0.26361,                 1.9381,                 1.4887,                 1.7141,              0.0009506,              0.0009506,              0.0009506
                    161,                 2.0043,                 1.5629,                 1.8701,                0.74529,                0.46667,                0.61668,                0.25978,                 2.0293,                 1.4765,                 1.7006,               0.000944,               0.000944,               0.000944
                    162,                  2.126,                 1.6068,                 1.8878,                0.65426,                0.53333,                0.59909,                0.27476,                 2.0122,                 1.4409,                 1.6779,              0.0009374,              0.0009374,              0.0009374
                    163,                 2.0842,                 1.6569,                  1.982,                0.70277,                0.53333,                0.59133,                0.30312,                 1.8864,                  1.457,                 1.6554,              0.0009308,              0.0009308,              0.0009308
                    164,                 2.0742,                 1.5243,                 1.8894,                0.52702,                0.53333,                  0.562,                0.27744,                 1.8456,                 1.4632,                  1.721,              0.0009242,              0.0009242,              0.0009242
                    165,                 2.0138,                 1.5568,                   1.96,                0.37105,                0.46667,                0.43947,                0.17979,                 1.9634,                 1.5797,                  1.886,              0.0009176,              0.0009176,              0.0009176
                    166,                 2.0527,                 1.5043,                 1.9232,                0.41752,                0.46667,                 0.4081,                0.16545,                 2.1375,                  1.646,                 1.8955,               0.000911,               0.000911,               0.000911
                    167,                 2.0703,                 1.5601,                  1.924,                0.48138,                0.46667,                0.48288,                0.18701,                 2.1747,                 1.5862,                 1.9005,              0.0009044,              0.0009044,              0.0009044
                    168,                 2.1965,                 1.5455,                 1.9063,                 0.5666,                0.46667,                0.50421,                 0.2519,                 2.1242,                 1.5731,                 1.8373,              0.0008978,              0.0008978,              0.0008978
                    169,                  2.053,                 1.6267,                  1.916,                0.64748,                    0.4,                0.52918,                0.25319,                 2.0825,                 1.5452,                 1.7912,              0.0008912,              0.0008912,              0.0008912
                    170,                 2.0582,                 1.6162,                 2.0139,                0.83324,                    0.4,                0.43246,                0.17469,                 2.4209,                 1.5601,                  1.884,              0.0008846,              0.0008846,              0.0008846
                    171,                 2.2815,                 1.5801,                 1.9869,                      1,                0.46479,                0.51352,                0.21485,                   2.13,                 1.9858,                 1.8024,               0.000878,               0.000878,               0.000878
                    172,                 2.0539,                 1.4632,                 1.8431,                0.79094,                0.53333,                 0.5375,                0.24474,                  2.103,                 2.1167,                 1.8618,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.9918,                  1.573,                  1.872,                0.78798,                0.46667,                0.61148,                0.31274,                  2.093,                  1.912,                 1.8221,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.9969,                 1.4923,                 1.8809,                0.80594,                0.53333,                0.62263,                0.26184,                 2.1036,                 1.5848,                 1.7572,              0.0008582,              0.0008582,              0.0008582
                    175,                 2.0189,                 1.5467,                 1.8868,                0.80623,                0.46667,                0.51942,                0.18775,                 2.2871,                 1.5894,                 1.8436,              0.0008516,              0.0008516,              0.0008516
                    176,                 2.0258,                 1.5819,                 1.9599,                0.85283,                0.46667,                0.53447,                0.20349,                 2.3687,                 1.6668,                 1.8525,               0.000845,               0.000845,               0.000845
                    177,                  2.157,                 1.5998,                 1.9825,                0.88206,                0.46667,                0.60227,                  0.244,                  2.241,                 1.7666,                 1.7951,              0.0008384,              0.0008384,              0.0008384
                    178,                 2.0151,                 1.6135,                 1.9808,                 0.8882,                0.53001,                0.55049,                 0.2296,                 2.3007,                 2.2368,                  1.879,              0.0008318,              0.0008318,              0.0008318
                    179,                 2.0344,                 1.6135,                 1.9495,                0.00992,                0.66667,                0.25105,                  0.104,                 2.4306,                 3.0909,                 2.1962,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.9934,                  1.524,                 1.9069,                0.00328,                0.26667,                0.00588,                 0.0017,                 2.8108,                 4.1392,                 2.6854,              0.0008186,              0.0008186,              0.0008186
                    181,                 2.0853,                  1.515,                 1.8873,                0.00233,                    0.2,                0.00805,                0.00143,                 2.7145,                 4.1765,                 2.6355,               0.000812,               0.000812,               0.000812
                    182,                  2.019,                 1.5594,                 1.8188,                 0.0034,                0.33333,                0.00711,                0.00226,                 2.4414,                 4.1065,                 2.4711,              0.0008054,              0.0008054,              0.0008054
                    183,                 2.0612,                 1.5426,                 1.8971,                0.01796,                0.06667,                0.01427,                0.00629,                 2.3056,                 3.9452,                 2.2525,              0.0007988,              0.0007988,              0.0007988
                    184,                 2.0399,                 1.4885,                 1.8903,                0.06787,                    0.2,                0.04499,                0.01952,                  2.194,                  3.343,                 2.0358,              0.0007922,              0.0007922,              0.0007922
                    185,                 2.1109,                 1.5454,                 1.9119,                0.59116,                0.33333,                 0.3784,                0.19377,                 2.1604,                 2.5221,                 1.9207,              0.0007856,              0.0007856,              0.0007856
                    186,                 1.9735,                 1.5013,                 1.8613,                0.67405,                0.46667,                0.53317,                0.28891,                 1.9905,                 2.0014,                 1.7393,               0.000779,               0.000779,               0.000779
                    187,                 1.9724,                 1.5126,                 1.8838,                0.60818,                  0.415,                0.49389,                0.25609,                 2.2123,                 2.1516,                  1.871,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.8747,                 1.3853,                 1.7564,                0.74422,                    0.6,                0.54518,                0.24277,                 2.3615,                 1.9247,                 1.8948,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.9832,                 1.4038,                  1.854,                0.73875,                    0.6,                0.58061,                 0.2418,                 2.3377,                 1.8319,                 1.8517,              0.0007592,              0.0007592,              0.0007592
                    190,                 1.9321,                 1.4371,                 1.8431,                0.89056,                0.54334,                0.63761,                0.24357,                 2.3364,                 1.7287,                 1.8742,              0.0007526,              0.0007526,              0.0007526
                    191,                 2.0099,                 1.5137,                 1.8086,                0.84428,                    0.6,                0.70328,                0.20771,                 2.3256,                 1.6846,                 1.8913,               0.000746,               0.000746,               0.000746
                    192,                 2.0725,                 1.4673,                 1.8379,                0.79574,                    0.6,                0.71302,                0.20731,                 2.3353,                 1.6491,                 1.8897,              0.0007394,              0.0007394,              0.0007394
                    193,                 1.9864,                 1.5397,                 1.8983,                0.79203,                    0.6,                0.72322,                0.24715,                 2.2771,                 1.5668,                 1.8546,              0.0007328,              0.0007328,              0.0007328
                    194,                 2.0933,                 1.5476,                 1.8903,                 0.7652,                    0.6,                0.64813,                0.24081,                 2.2308,                   1.52,                 1.8274,              0.0007262,              0.0007262,              0.0007262
                    195,                 2.1551,                 1.5392,                 1.8999,                0.67298,                0.54975,                0.59125,                0.22292,                 2.0728,                 1.4352,                 1.6933,              0.0007196,              0.0007196,              0.0007196
                    196,                 1.8248,                 1.3779,                 1.7472,                0.73238,                 0.5483,                0.61392,                 0.2186,                 2.1219,                 1.6753,                 1.8236,               0.000713,               0.000713,               0.000713
                    197,                 2.0387,                 1.4364,                 1.9136,                0.64033,                    0.6,                0.49279,                 0.1846,                 1.9993,                 1.7779,                 1.7848,              0.0007064,              0.0007064,              0.0007064
                    198,                  1.965,                 1.5273,                 1.8609,                0.53301,                0.53333,                0.42751,                0.16359,                 2.0017,                 2.1606,                  1.755,              0.0006998,              0.0006998,              0.0006998
                    199,                 2.0545,                 1.4572,                 1.8896,                0.75352,                0.53333,                 0.5566,                0.21272,                 1.9363,                 1.7995,                 1.7043,              0.0006932,              0.0006932,              0.0006932
                    200,                 1.7997,                 1.3665,                 1.7685,                0.78404,                0.53333,                0.71609,                0.31217,                 1.8544,                  1.382,                 1.6563,              0.0006866,              0.0006866,              0.0006866
                    201,                 1.9108,                 1.4392,                 1.7978,                0.98671,                0.53333,                0.79206,                0.37362,                  1.724,                 1.2245,                 1.5739,                0.00068,                0.00068,                0.00068
                    202,                  1.896,                 1.4011,                 1.7864,                0.89203,                0.53333,                0.78262,                0.34363,                  1.809,                 1.2318,                 1.5817,              0.0006734,              0.0006734,              0.0006734
                    203,                 1.9122,                 1.4439,                 1.7888,                0.84559,                0.53333,                0.75902,                0.34113,                 1.8057,                 1.2177,                 1.5694,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.9464,                 1.4176,                 1.8531,                0.82651,                0.53333,                0.70204,                0.36222,                  1.702,                 1.1929,                 1.5456,              0.0006602,              0.0006602,              0.0006602
                    205,                 2.0073,                 1.4174,                 1.7766,                0.63191,                0.73333,                 0.7427,                0.39259,                 1.7055,                 1.1477,                 1.5272,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.9326,                 1.4011,                  1.808,                0.60722,                    0.8,                0.76148,                0.38048,                 1.7022,                 1.1313,                 1.5211,               0.000647,               0.000647,               0.000647
                    207,                 1.9495,                 1.3992,                 1.8248,                0.84346,                    0.6,                0.77179,                0.39806,                 1.6764,                 1.1305,                 1.5238,              0.0006404,              0.0006404,              0.0006404
                    208,                 1.9331,                 1.3771,                 1.7596,                0.86713,                    0.6,                0.78868,                0.38813,                 1.8162,                 1.1837,                 1.5643,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.9587,                 1.3878,                   1.89,                0.79587,                    0.6,                0.75188,                0.37871,                 1.8172,                 1.2707,                 1.5854,              0.0006272,              0.0006272,              0.0006272
                    210,                 1.8531,                 1.3501,                 1.7173,                0.79514,                    0.6,                0.77477,                0.37622,                  1.717,                 1.2636,                 1.5743,              0.0006206,              0.0006206,              0.0006206
                    211,                 1.9326,                 1.3856,                 1.7672,                0.77576,                0.53333,                0.70055,                 0.3738,                 1.7596,                 1.3301,                 1.5902,               0.000614,               0.000614,               0.000614
                    212,                 2.0131,                 1.4558,                 1.8167,                0.83136,                0.66667,                0.77924,                 0.3836,                  1.739,                 1.3242,                 1.5755,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.8748,                 1.4888,                 1.8708,                0.83038,                0.65367,                0.77096,                0.37236,                 1.6586,                 1.2025,                 1.5395,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.9496,                 1.3967,                 1.7724,                0.76573,                0.65453,                0.74062,                0.36452,                 1.6587,                 1.2068,                 1.5334,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.9595,                  1.433,                 1.7797,                0.75125,                0.66667,                0.77052,                0.34744,                 1.7006,                 1.2261,                 1.5271,              0.0005876,              0.0005876,              0.0005876
                    216,                 1.9276,                 1.3983,                 1.8075,                0.79214,                    0.6,                 0.7175,                0.36197,                 1.6764,                 1.1967,                 1.5216,               0.000581,               0.000581,               0.000581
                    217,                  1.762,                 1.3667,                 1.7065,                0.81652,                0.46667,                0.74537,                0.35314,                  1.737,                 1.2566,                 1.5583,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.8032,                 1.3405,                 1.7277,                0.97648,                0.53333,                0.76701,                0.34576,                 1.8608,                 1.2281,                 1.5819,              0.0005678,              0.0005678,              0.0005678
                    219,                  1.824,                 1.3543,                  1.776,                0.92519,                0.53333,                0.77524,                0.36652,                 1.8567,                  1.193,                 1.5903,              0.0005612,              0.0005612,              0.0005612
                    220,                  1.953,                 1.3977,                 1.7346,                0.87515,                0.66667,                  0.815,                0.37626,                 1.8054,                  1.212,                 1.5849,              0.0005546,              0.0005546,              0.0005546
                    221,                 1.8276,                 1.3395,                  1.762,                0.79142,                0.75994,                0.85163,                0.40962,                 1.6966,                 1.1676,                 1.5148,               0.000548,               0.000548,               0.000548
                    222,                 1.8389,                 1.3707,                 1.8367,                 0.7253,                0.66667,                0.77035,                0.41586,                  1.565,                 1.1618,                 1.4793,              0.0005414,              0.0005414,              0.0005414
                    223,                 1.9851,                 1.3965,                 1.8142,                0.77661,                0.66667,                0.79976,                0.40926,                 1.6695,                 1.1814,                 1.5283,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.8151,                 1.3514,                 1.7479,                0.83356,                    0.6,                0.76412,                0.37244,                 1.8139,                 1.2684,                 1.5827,              0.0005282,              0.0005282,              0.0005282
                    225,                 1.8133,                  1.355,                 1.7725,                0.80829,                0.46667,                0.68716,                 0.2745,                 1.9862,                 1.3498,                 1.6473,              0.0005216,              0.0005216,              0.0005216
                    226,                  1.813,                 1.3889,                 1.7413,                0.53662,                0.69567,                0.67227,                0.21489,                 2.1086,                 1.3926,                 1.7079,               0.000515,               0.000515,               0.000515
                    227,                 1.9291,                 1.4172,                 1.7797,                0.60098,                 0.7038,                0.69518,                0.25208,                 2.0812,                  1.392,                  1.683,              0.0005084,              0.0005084,              0.0005084
                    228,                  1.839,                 1.3148,                 1.7015,                0.96916,                0.53333,                 0.7838,                0.30072,                 1.9649,                 1.2623,                 1.5955,              0.0005018,              0.0005018,              0.0005018
                    229,                 1.8549,                 1.2598,                 1.6678,                0.97542,                0.53333,                0.75375,                0.33918,                 1.9089,                 1.2782,                 1.5834,              0.0004952,              0.0004952,              0.0004952
                    230,                 1.9278,                 1.4149,                 1.7994,                0.89757,                0.58539,                0.76788,                0.33425,                 1.8939,                 1.3647,                 1.6217,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.8747,                 1.3398,                 1.7428,                0.88177,                0.46667,                   0.68,                0.32391,                 1.9364,                 1.4037,                 1.6497,               0.000482,               0.000482,               0.000482
                    232,                 1.8638,                 1.3551,                 1.7404,                0.50386,                0.66667,                 0.6366,                0.29875,                 1.9786,                 1.4063,                 1.6716,              0.0004754,              0.0004754,              0.0004754
                    233,                 1.7785,                 1.2255,                 1.6551,                0.69851,                    0.4,                0.60121,                0.27191,                 2.0637,                 1.5031,                 1.7381,              0.0004688,              0.0004688,              0.0004688
                    234,                 1.8875,                  1.338,                 1.7377,                0.69088,                0.44843,                0.60067,                0.26319,                 2.0609,                 1.5646,                 1.7411,              0.0004622,              0.0004622,              0.0004622
                    235,                 1.8007,                 1.3005,                 1.7139,                0.49634,                    0.6,                0.61228,                0.29284,                 1.9918,                 1.3956,                 1.6943,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.7858,                 1.4015,                 1.7128,                0.65256,                    0.8,                0.76626,                0.36119,                 1.8035,                 1.2968,                 1.6063,               0.000449,               0.000449,               0.000449
                    237,                 1.8486,                 1.4052,                 1.7707,                0.90696,                0.65106,                 0.8316,                0.36739,                 1.7248,                 1.1987,                 1.5448,              0.0004424,              0.0004424,              0.0004424
                    238,                  1.977,                 1.3807,                 1.8097,                0.87027,                    0.6,                0.82493,                0.39383,                 1.6547,                 1.1852,                 1.5107,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.9025,                 1.2856,                 1.7258,                0.55669,                0.73333,                0.72332,                  0.354,                 1.6938,                 1.1928,                 1.5156,              0.0004292,              0.0004292,              0.0004292
                    240,                 1.9866,                 1.3665,                 1.7946,                0.54942,                0.66667,                0.69048,                0.32962,                 1.7779,                 1.3008,                 1.5748,              0.0004226,              0.0004226,              0.0004226
                    241,                 1.8437,                 1.3048,                 1.7312,                0.53451,                0.61301,                0.66203,                0.30685,                 1.8585,                   1.37,                 1.6099,               0.000416,               0.000416,               0.000416
                    242,                 1.8995,                 1.3217,                 1.7062,                0.52235,                0.66667,                0.66364,                0.29793,                  1.961,                 1.3742,                 1.6294,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.7922,                  1.292,                 1.7158,                 0.8973,                0.58378,                0.77176,                  0.322,                 2.0101,                 1.2951,                  1.615,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.8675,                 1.4614,                 1.7994,                 0.7038,                0.66667,                0.78706,                0.33535,                 1.9162,                 1.3095,                 1.6049,              0.0003962,              0.0003962,              0.0003962
                    245,                 1.7381,                 1.2555,                 1.7064,                0.81867,                0.66667,                0.79981,                0.34584,                 1.8026,                 1.3065,                 1.5817,              0.0003896,              0.0003896,              0.0003896
                    246,                 1.7076,                 1.2667,                 1.6532,                0.73758,                0.56358,                0.75459,                0.34086,                 1.7717,                 1.3338,                  1.576,               0.000383,               0.000383,               0.000383
                    247,                 1.6838,                 1.2233,                 1.6362,                 0.4868,                0.66667,                0.64627,                0.29953,                 1.7928,                  1.393,                 1.5803,              0.0003764,              0.0003764,              0.0003764
                    248,                 1.7608,                 1.3072,                 1.6819,                0.55113,                0.57402,                0.60585,                0.25159,                 2.0613,                 1.5498,                 1.6957,              0.0003698,              0.0003698,              0.0003698
                    249,                 1.9202,                 1.4196,                 1.8014,                0.60365,                    0.6,                0.60762,                0.27109,                 2.0758,                 1.4979,                 1.6716,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.7216,                 1.2953,                 1.6985,                 0.7104,                0.66667,                0.70826,                0.32585,                 2.0326,                 1.4049,                  1.648,              0.0003566,              0.0003566,              0.0003566
                    251,                 1.7206,                 1.2069,                 1.6133,                 0.7731,                0.73333,                0.72963,                0.29003,                 2.0017,                 1.3565,                 1.6375,                0.00035,                0.00035,                0.00035
                    252,                 1.8445,                 1.2644,                 1.7339,                0.64383,                0.60272,                0.70285,                0.28848,                 2.0804,                 1.3913,                 1.6817,              0.0003434,              0.0003434,              0.0003434
                    253,                 1.7033,                 1.2021,                 1.6679,                0.48074,                    0.8,                0.62835,                0.27774,                 2.0578,                 1.3036,                 1.6345,              0.0003368,              0.0003368,              0.0003368
                    254,                 1.7575,                 1.2987,                 1.7533,                0.85748,                0.86667,                0.87987,                0.41467,                 1.7622,                 1.1128,                 1.5228,              0.0003302,              0.0003302,              0.0003302
                    255,                 1.8055,                 1.3665,                 1.7407,                0.84902,                0.86667,                0.88113,                 0.4049,                 1.7608,                 1.1247,                 1.5316,              0.0003236,              0.0003236,              0.0003236
                    256,                 1.9111,                 1.2966,                 1.7471,                 0.7111,                    0.8,                0.78845,                0.37303,                 1.7364,                 1.1709,                 1.5286,               0.000317,               0.000317,               0.000317
                    257,                 1.9433,                  1.397,                 1.7703,                0.79939,                0.79714,                0.79286,                0.34944,                 1.7422,                 1.2147,                 1.5298,              0.0003104,              0.0003104,              0.0003104
                    258,                 1.7013,                 1.1976,                 1.6382,                0.74032,                0.76129,                0.76891,                 0.3218,                 1.8215,                  1.246,                 1.5453,              0.0003038,              0.0003038,              0.0003038
                    259,                 1.7347,                 1.2834,                 1.6897,                0.75826,                0.66667,                0.70993,                0.31746,                 1.9012,                 1.2933,                 1.5837,              0.0002972,              0.0002972,              0.0002972
                    260,                 1.5833,                 1.1734,                 1.5962,                0.76161,                0.73333,                0.72789,                0.31209,                 1.9625,                 1.3254,                 1.6198,              0.0002906,              0.0002906,              0.0002906
                    261,                 1.7946,                 1.3169,                 1.6396,                0.63026,                    0.6,                0.66963,                0.29448,                 2.0108,                 1.3719,                 1.6638,               0.000284,               0.000284,               0.000284
                    262,                  1.732,                 1.2696,                 1.6018,                0.57338,                0.66667,                0.65949,                0.29629,                 2.0407,                 1.3608,                 1.6832,              0.0002774,              0.0002774,              0.0002774
                    263,                  1.736,                 1.2974,                 1.6748,                0.62494,                0.53333,                0.65931,                 0.3167,                 2.0149,                 1.3329,                 1.6731,              0.0002708,              0.0002708,              0.0002708
                    264,                 1.7556,                 1.2514,                 1.6868,                0.68224,                0.66667,                0.72511,                0.33416,                  1.974,                 1.2818,                 1.6328,              0.0002642,              0.0002642,              0.0002642
                    265,                 1.7735,                 1.2854,                 1.7027,                0.72234,                0.73333,                0.83012,                0.35804,                 1.8705,                  1.242,                  1.589,              0.0002576,              0.0002576,              0.0002576
                    266,                 1.8122,                 1.2768,                 1.6738,                 0.8024,                    0.8,                 0.8668,                0.39624,                 1.7957,                 1.1608,                 1.5382,               0.000251,               0.000251,               0.000251
                    267,                 1.7488,                 1.2133,                 1.6194,                  0.837,                    0.8,                0.86803,                0.42136,                 1.7691,                 1.1577,                  1.529,              0.0002444,              0.0002444,              0.0002444
                    268,                 1.7908,                 1.2741,                 1.6449,                0.83085,                    0.8,                0.87632,                0.41357,                 1.7864,                 1.1867,                 1.5462,              0.0002378,              0.0002378,              0.0002378
                    269,                  1.744,                  1.254,                 1.7477,                 0.8956,                0.73333,                0.87786,                0.37906,                 1.8533,                 1.2279,                 1.5858,              0.0002312,              0.0002312,              0.0002312
                    270,                 1.7126,                 1.2574,                 1.6719,                0.60396,                0.81387,                0.73254,                0.32742,                 1.9253,                 1.3006,                 1.6284,              0.0002246,              0.0002246,              0.0002246
                    271,                 1.6781,                 1.2135,                 1.6117,                0.73531,                    0.6,                0.70006,                0.30541,                  2.019,                  1.348,                 1.6621,               0.000218,               0.000218,               0.000218
                    272,                 1.8195,                 1.3181,                 1.7058,                0.64135,                0.73333,                0.73346,                0.29753,                 2.0606,                 1.3937,                 1.6839,              0.0002114,              0.0002114,              0.0002114
                    273,                 1.6846,                 1.2166,                 1.7039,                0.70589,                 0.6412,                0.70363,                0.28523,                 2.0767,                 1.4158,                 1.6872,              0.0002048,              0.0002048,              0.0002048
                    274,                 1.6389,                 1.2083,                  1.641,                0.71079,                0.65607,                0.68935,                0.30533,                 2.0317,                 1.3947,                 1.6635,              0.0001982,              0.0001982,              0.0001982
                    275,                 1.7103,                 1.2584,                 1.6361,                0.57649,                0.72633,                0.70115,                0.31051,                 2.0016,                  1.369,                 1.6557,              0.0001916,              0.0001916,              0.0001916
                    276,                 1.7803,                 1.2305,                 1.6538,                0.59676,                0.78974,                  0.709,                0.33353,                 1.9628,                 1.3323,                 1.6342,               0.000185,               0.000185,               0.000185
                    277,                 1.5578,                  1.208,                 1.6168,                0.69255,                0.75165,                0.82039,                0.36874,                 1.9128,                  1.301,                 1.6137,              0.0001784,              0.0001784,              0.0001784
                    278,                 1.7111,                 1.2758,                 1.6664,                0.75332,                0.73333,                0.82897,                0.38178,                 1.9096,                 1.2702,                 1.6037,              0.0001718,              0.0001718,              0.0001718
                    279,                   1.68,                  1.197,                 1.6489,                0.63532,                0.81353,                0.72763,                0.35538,                 1.8803,                 1.2963,                 1.5983,              0.0001652,              0.0001652,              0.0001652
                    280,                 1.7953,                 1.2545,                 1.6934,                0.66154,                0.78258,                0.75001,                0.35273,                 1.8483,                 1.3001,                 1.5802,              0.0001586,              0.0001586,              0.0001586
                    281,                 1.7253,                 1.1869,                 1.6574,                0.69789,                0.73333,                0.75217,                0.34655,                  1.832,                 1.2962,                 1.5683,               0.000152,               0.000152,               0.000152
                    282,                 1.7791,                 1.2184,                 1.6318,                0.76821,                0.66314,                0.73277,                0.35026,                 1.8529,                 1.2695,                 1.5706,              0.0001454,              0.0001454,              0.0001454
                    283,                 1.6167,                 1.2406,                 1.6554,                0.76437,                0.64982,                0.71936,                0.35071,                 1.8543,                 1.2558,                 1.5667,              0.0001388,              0.0001388,              0.0001388
                    284,                 1.7249,                 1.2522,                 1.7072,                0.76455,                0.65043,                0.73177,                0.34345,                 1.8574,                 1.2456,                 1.5674,              0.0001322,              0.0001322,              0.0001322
                    285,                 1.6913,                 1.1712,                 1.5671,                0.76623,                0.66667,                 0.7625,                0.36581,                 1.8369,                 1.2471,                 1.5716,              0.0001256,              0.0001256,              0.0001256
                    286,                 1.6881,                 1.1903,                 1.6167,                  0.769,                0.66588,                0.75951,                0.36245,                 1.8267,                 1.2508,                 1.5761,               0.000119,               0.000119,               0.000119
                    287,                 1.6734,                 1.2176,                 1.6796,                0.78142,                0.71595,                0.75884,                0.36339,                 1.8313,                 1.2354,                 1.5815,              0.0001124,              0.0001124,              0.0001124
                    288,                 1.7988,                 1.2753,                 1.6344,                0.77278,                0.68101,                0.76169,                0.38313,                 1.8282,                  1.231,                 1.5848,              0.0001058,              0.0001058,              0.0001058
                    289,                 1.6589,                 1.2598,                 1.6488,                0.73199,                0.66667,                0.75599,                 0.3873,                 1.8152,                 1.2335,                 1.5728,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                 1.5523,                 1.1514,                 1.5774,                0.72669,                0.66667,                0.75291,                0.38604,                  1.791,                 1.2281,                 1.5624,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                 1.6445,                 1.3126,                 1.5876,                0.72843,                0.66667,                0.75719,                0.39685,                  1.777,                 1.1987,                 1.5437,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                 1.6328,                  1.297,                 1.4834,                0.72912,                0.66667,                0.75519,                0.37853,                 1.7456,                 1.1583,                 1.5183,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                 1.5026,                 1.2078,                 1.4916,                0.73087,                0.66667,                0.75519,                0.38043,                 1.7245,                 1.1446,                 1.5101,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                 1.4868,                 1.1765,                 1.4614,                0.60341,                    0.8,                0.76666,                0.38472,                  1.729,                 1.1372,                 1.5134,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                 1.4949,                 1.1647,                   1.48,                0.62844,                0.86667,                0.77613,                0.37703,                 1.7297,                 1.1352,                  1.512,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                 1.5726,                 1.1861,                 1.4709,                0.60552,                0.86667,                0.77339,                0.39636,                 1.7392,                 1.1404,                 1.5217,                5.3e-05,                5.3e-05,                5.3e-05
